nama_destinasi,alamat,website,google_link,longitude,latitude,review_total,average_rating,letak_provinsi,kategori
Taman Sejarah Bandung,"Jl. Aceh No.53, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Sejarah+Bandung/@-6.9101223,107.6102605,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e63782a282eb:0x4957808ac9586362!8m2!3d-6.9101223!4d107.6102605!16s%2Fg%2F11g__wy1wd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.610,-6.910,4464,4.6,Jawa Barat,Wisata Alam
Inkarla Agro Wisata,"7276+RGP, Jalan Singabarong, Cimacan, Cipanas, Cimacan, Cianjur, Kabupaten Cianjur, Jawa Barat 43253",Tidak Tersedia,"https://www.google.com/maps/place/Inkarla+Agro+Wisata/@-6.7354217,107.0113188,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69b3863a1cba63:0x2dad27c1fd7a41bf!8m2!3d-6.7354217!4d107.0113188!16s%2Fg%2F1pzx_y4ft?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.011,-6.735,672,4.5,Jawa Barat,Wisata Alam
Taman Kartini,"Jl. Taman Urip Sumoharjo, Baros, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40521",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Kartini/@-6.889029,107.5365049,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e452e9db0f2b:0xbd0d586e63778fb6!8m2!3d-6.889029!4d107.5365049!16s%2Fg%2F11cjj0mj16?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.537,-6.889,4629,4.3,Jawa Barat,Wisata Alam
Desa Wisata Saung Ciburial,"Sukalaksana, Samarang, Garut Regency, jawa barat 44161",https://jadesta.kemenparekraf.go.id/desa/saung_ciburial,"https://www.google.com/maps/place/Desa+Wisata+Saung+Ciburial/@-7.2051038,107.8133775,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68ba546209b903:0xa71cc115b72812f9!8m2!3d-7.2051038!4d107.8133775!16s%2Fg%2F11c0vyr089?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.813,-7.205,636,4.5,Jawa Barat,Wisata Alam
Taman Tongkeng,"3JQF+9C6, Jl. Tongkeng No.46, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Tongkeng/@-6.9118331,107.6233874,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e7cb63efdc15:0x84d7ec1d2cc98f6e!8m2!3d-6.9118331!4d107.6233874!16s%2Fg%2F11b6_k2chh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.623,-6.912,1833,4.4,Jawa Barat,Wisata Alam
Wisata Gunung Puntang,"Gunung Puntang Desa Cimaung, Pasirmulya, Kec. Banjaran, Kabupaten Bandung, Jawa Barat 40374",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Gunung+Puntang/@-7.1149428,107.6055717,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6895c939125e69:0xf4cdb583f420f376!8m2!3d-7.1149428!4d107.6055717!16s%2Fg%2F11q2td2v6m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.606,-7.115,318,4.7,Jawa Barat,Wisata Alam
Noah's Park | Wisata Lembang Bandung,"Jl. Sukanagara No.20, Pagerwangi, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",Tidak Tersedia,"https://www.google.com/maps/place/Noah's+Park+%7C+Wisata+Lembang+Bandung/@-6.8302969,107.6341305,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e147ef6c2d45:0xb989e8767bf54f62!8m2!3d-6.8302969!4d107.6341305!16s%2Fg%2F11s1wg1804?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.634,-6.830,2366,4.5,Jawa Barat,Wisata Alam
Situ Cileunca,"Jl. Situ Cileunca, Pulosari, Kec. Pangalengan, Kabupaten Bandung, Jawa Barat 40378",https://situ-cileunca.com/,"https://www.google.com/maps/place/Situ+Cileunca/@-7.1896766,107.5531164,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68916e2da2b341:0xe8f5f2382c124b8a!8m2!3d-7.1896766!4d107.5531164!16s%2Fg%2F11g18vx44q?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.553,-7.190,2839,4.6,Jawa Barat,Wisata Alam
Curug Langit,"Paris Van Java, Jalan Sukajadi, Curug Langit No.131-139, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162",Tidak Tersedia,"https://www.google.com/maps/place/Curug+Langit/@-6.8901647,107.5963746,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e7f5fc453219:0xb880f538d1fa7d0!8m2!3d-6.8901647!4d107.5963746!16s%2Fg%2F11glvq10_9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.596,-6.890,15,4.6,Jawa Barat,Wisata Alam
Kampung Bamboo,"Jl. Padasuka Atas No.KM.4, Cimenyan, Kec. Cimenyan, Kota Bandung, Jawa Barat 40197",Tidak Tersedia,"https://www.google.com/maps/place/Kampung+Bamboo/@-6.871436,107.666993,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e7625b5cd727:0x467d5e6c37510531!8m2!3d-6.871436!4d107.666993!16s%2Fg%2F11b6jgnzf4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.667,-6.871,927,4.3,Jawa Barat,Seni dan Budaya
Kamojang Ecopark,"Jl. Samarang Garut, Cisarua, Kec. Samarang, Kabupaten Garut, Jawa Barat 44161",Tidak Tersedia,"https://www.google.com/maps/place/Kamojang+Ecopark/@-7.162552,107.7922102,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68b966b209a6f5:0x5740ccfc0f1d3161!8m2!3d-7.162552!4d107.7922102!16s%2Fg%2F11f3n21bhh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.792,-7.163,2072,4.3,Jawa Barat,Wisata Alam
Plaza Cikapundung River Spot,"3JH5+XG9, Jl. Dr. Ir. Sukarno, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111",Tidak Tersedia,"https://www.google.com/maps/place/Plaza+Cikapundung+River+Spot/@-6.9200921,107.6088457,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e6257a789849:0xe9dab7219bce4301!8m2!3d-6.9200921!4d107.6088457!16s%2Fg%2F11cjvj8t3s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.609,-6.920,5459,4.4,Jawa Barat,Wisata Alam
Kawah Ratu Gunung Tangkuban Perahu,"6JR8+74V, Jl. Gn. Tangkuban Perahu, Cicadas, Kec. Sagalaherang, Kabupaten Subang, Jawa Barat 41282",Tidak Tersedia,"https://www.google.com/maps/place/Kawah+Ratu+Gunung+Tangkuban+Perahu/@-6.7592623,107.6152971,17z/data=!3m1!4b1!4m6!3m5!1s0x2e691e295952f659:0x762ce85c5aa8c44e!8m2!3d-6.7592623!4d107.6152971!16s%2Fg%2F11c47fvsy9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.615,-6.759,307,4.6,Jawa Barat,Wisata Alam
Wisata Alam Cipacet,"4QWC+8R3, Genteng, Sukasari, Sumedang Regency, jawa barat 45366",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Alam+Cipacet/@-6.854233,107.772039,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68db1e0e0a6951:0xbef180b09381b205!8m2!3d-6.854233!4d107.772039!16s%2Fg%2F11f696ks64?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.772,-6.854,201,4.4,Jawa Barat,Wisata Alam
De Wisdom Garut,"Kp. Cimuncang, RT.03/RW.07, Rancabango, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",https://dewisdom.id/,"https://www.google.com/maps/place/De+Wisdom+Garut/@-7.1872408,107.8596675,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68b09ff2376d0d:0xa752684ba389a629!8m2!3d-7.1872408!4d107.8596675!16s%2Fg%2F11c5zwq0cm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.860,-7.187,1674,4.3,Jawa Barat,Wisata Alam
Wetland Park Cisurupan,"Jl. Cilengkrang 1, Cisurupan, Kec. Cibiru, Kota Bandung, Jawa Barat 40614",Tidak Tersedia,"https://www.google.com/maps/place/Wetland+Park+Cisurupan/@-6.9056535,107.7239225,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68ddab8ede79c3:0xcf535ebdbf918fea!8m2!3d-6.9056535!4d107.7239225!16s%2Fg%2F11fmdw0lhm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.724,-6.906,546,4.5,Jawa Barat,Wisata Alam
Sakura Park,"Jl. Raya Lembang No.165, RW.02, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",Tidak Tersedia,"https://www.google.com/maps/place/Sakura+Park/@-6.8209211,107.6099527,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e18fc1cc89df:0x7a317384720492e9!8m2!3d-6.8209211!4d107.6099527!16s%2Fg%2F11t_zd65b_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.610,-6.821,14,4.3,Jawa Barat,Wisata Alam
Wisata Pakuhaji,"Jalan Haji Gofur No.Km. 4, RT.02/RW.10, Pakuhaji, Kec. Ngamprah, Kabupaten Bandung Barat, Jawa Barat 40552",https://instagram.com/wisatapakuhajiofficial?igshid=YmMyMTA2M2Y=,"https://www.google.com/maps/place/Wisata+Pakuhaji/@-6.8357218,107.5348134,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e48886a3d8d7:0x4df515c9ca19b7f1!8m2!3d-6.8357218!4d107.5348134!16s%2Fg%2F1pzxy0l2w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.535,-6.836,1634,4.3,Jawa Barat,Wisata Alam
Puncak Parabon Kamojang,"Jl. Raya Kamojang, Sukalaksana, Kec. Samarang, Kabupaten Garut, Jawa Barat 44161",Tidak Tersedia,"https://www.google.com/maps/place/Puncak+Parabon+Kamojang/@-7.1731387,107.8008253,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68bb20a33429ed:0xd403c733820d1515!8m2!3d-7.1731387!4d107.8008253!16s%2Fg%2F11qmc0kp9v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.801,-7.173,191,4.4,Jawa Barat,Wisata Alam
Curug Batu Templek Cisanggarung,"4MGM+3RV, Kp.Sentakdulang Cikored, Mekarmanik, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40196",Tidak Tersedia,"https://www.google.com/maps/place/Curug+Batu+Templek+Cisanggarung/@-6.8747659,107.6845319,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68dd9317fcf12d:0xf8dff730ed46a96b!8m2!3d-6.8747659!4d107.6845319!16s%2Fg%2F11f1whb10n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.685,-6.875,513,4.5,Jawa Barat,Wisata Alam
Talaga Herang,"695P+492, Lengkong Kulon, Sindangwangi, Majalengka Regency, jawa barat 45474",Tidak Tersedia,"https://www.google.com/maps/place/Talaga+Herang/@-6.7922258,108.385885,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6f21a16252a257:0x6d44703661a6e308!8m2!3d-6.7922258!4d108.385885!16s%2Fg%2F11c0r2x2h0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",108.386,-6.792,1426,4.2,Jawa Barat,Wisata Alam
"TAMAN WISATA EDUKASI ANAK ""KAMPOENG CIHIDEUNG""","Jl. Terusan Sersan Bajuri No.102, Cihideung, Kec. Parongpong, Kabupaten Bandung Barat, Jawa Barat 40559",Tidak Tersedia,"https://www.google.com/maps/place/TAMAN+WISATA+EDUKASI+ANAK+%22KAMPOENG+CIHIDEUNG%22/@-6.8199521,107.5954085,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e16c8f0fde7d:0x5e479f01baac1333!8m2!3d-6.8199521!4d107.5954085!16s%2Fg%2F11crzjn7d4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.595,-6.820,8,3.6,Jawa Barat,Wisata Alam
Panghegar Waterboom,"Jl. Mengger Tengah No.37, Mengger, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40252",http://www.panghegarwaterboom.com/,"https://www.google.com/maps/place/Panghegar+Waterboom/@-6.9614032,107.6227321,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e89dd17b0993:0xdcb9c2ca3f67653a!8m2!3d-6.9614032!4d107.6227321!16s%2Fg%2F11b7hfntgy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.623,-6.961,5225,4.4,Jawa Barat,Wisata Alam
Stone Mountain,"Jl. Dago Giri No.134, Langensari, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",Tidak Tersedia,"https://www.google.com/maps/place/Stone+Mountain/@-6.8303443,107.6361831,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e0c48dd7a0ef:0x2397b7b20c94e32e!8m2!3d-6.8303443!4d107.6361831!16s%2Fg%2F11c5sjm4bx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.636,-6.830,869,4.6,Jawa Barat,Wisata Alam
Wahana Edukasi Sukahaji Waterboom,"Jl. Raya Cihaurbeuti, Sukahaji, Kec. Cihaurbeuti, Kabupaten Ciamis, Jawa Barat 46262",Tidak Tersedia,"https://www.google.com/maps/place/Wahana+Edukasi+Sukahaji+Waterboom/@-7.2672146,108.1976349,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6f50513ab0e6f3:0xf9aa3fc56e2c09b!8m2!3d-7.2672146!4d108.1976349!16s%2Fg%2F11btys7m2l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",108.198,-7.267,923,4.3,Jawa Barat,Hiburan
Kampung Wisata Saung Balong Pasir Kunci,"Jl. Pasir Kunci, Cipanjalu, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40616",Tidak Tersedia,"https://www.google.com/maps/place/Kampung+Wisata+Saung+Balong+Pasir+Kunci/@-6.8974909,107.7145713,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68dd1dc17174c3:0xe72b4deca7f9523c!8m2!3d-6.8974909!4d107.7145713!16s%2Fg%2F11b73knvqj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.715,-6.897,220,4.3,Jawa Barat,Wisata Alam
Wisata Alam Darajat Garut,"Jl. Raya Darajat No.Km. 13, Karyamekar, Kec. Pasirwangi, Kabupaten Garut, Jawa Barat 44161",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Alam+Darajat+Garut/@-7.2175343,107.7467004,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68bc8d16fdb1bd:0x8ba5f0dae442c74a!8m2!3d-7.2175343!4d107.7467004!16s%2Fg%2F11gfxnpv95?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.747,-7.218,250,4.4,Jawa Barat,Wisata Alam
Taman Dinosaurus,"255P+FJ9, Lemah Putih, Lemahsugih, Majalengka Regency, jawa barat 45465",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Dinosaurus/@-6.9913294,108.1866129,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6f36d45b75bcd1:0xcec0898a33b8d744!8m2!3d-6.9913294!4d108.1866129!16s%2Fg%2F11g8wqwqz3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",108.187,-6.991,581,4.1,Jawa Barat,Wisata Alam
Edukidzment,"Nabila Farm Jl Tangkuban Perahu,Gang Sukasenang, Desa Ciburial No.rt 02/03, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",Tidak Tersedia,"https://www.google.com/maps/place/Edukidzment/@-6.8148026,107.6362919,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e861718eb425:0xb3e7fc48ec5f80ab!8m2!3d-6.8148026!4d107.6362919!16s%2Fg%2F1pzr06_01?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.636,-6.815,98,4.5,Jawa Barat,Wisata Alam
Rainbow Slide,"5JH9+W8P Floating Market, Lembang, West Bandung Regency, jawa barat",Tidak Tersedia,"https://www.google.com/maps/place/Rainbow+Slide/@-6.8201715,107.6183333,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e1d8daaf1773:0x98560454d4b3cefc!8m2!3d-6.8201715!4d107.6183333!16s%2Fg%2F11q9zbrkxh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.618,-6.820,176,4.6,Jawa Barat,Wisata Alam
taman pinus mega tutupan,"Jl. Baduyut, Baros, Kec. Arjasari, Kabupaten Bandung, Jawa Barat 40379",Tidak Tersedia,"https://www.google.com/maps/place/taman+pinus+mega+tutupan/@-7.0561258,107.622319,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68ebb42158120d:0x5c61ae83d3cf28ab!8m2!3d-7.0561258!4d107.622319!16s%2Fg%2F11lm5r905c?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.622,-7.056,61,4.5,Jawa Barat,Wisata Alam
Wisata Bukit Panembongan,"Tembong, Garawangi, Kuningan Regency, jawa barat 45571",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Bukit+Panembongan/@-7.0095935,108.5111339,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6f14707342dc41:0xff90262c89f84f39!8m2!3d-7.0095935!4d108.5111339!16s%2Fg%2F11bzsdr_kb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",108.511,-7.010,863,4.1,Jawa Barat,Wisata Alam
Waterboom Cahaya Abadi,"Jl. Pahlawan No.10, Kiangroke, Kec. Banjaran, Kabupaten Bandung, Jawa Barat 40377",Tidak Tersedia,"https://www.google.com/maps/place/Waterboom+Cahaya+Abadi/@-7.053862,107.565403,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e63a678eb8eb:0x2061ed09c7e931d3!8m2!3d-7.053862!4d107.565403!16s%2Fg%2F11btmbs7p4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.565,-7.054,1318,4.1,Jawa Barat,Wisata Alam
GREEN CANYON PANGANDARAN,"Jl. Raya Cijulang, RT.02/RW.10, Dusun. Karangpaci, Kertayasa, Kec. Cijulang, Kab. Pangandaran, Jawa Barat 46394",https://wa.me/greencanyonpangandaran,"https://www.google.com/maps/place/GREEN+CANYON+PANGANDARAN/@-7.7350372,108.456452,17z/data=!3m1!4b1!4m6!3m5!1s0x2e65bfc5ed2372a9:0xf21d3ba9ffb06d10!8m2!3d-7.7350372!4d108.456452!16s%2Fm%2F0w4_f7r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",108.456,-7.735,8019,4.6,Jawa Barat,Wisata Alam
Scientific Tourism Garden,"Jl. Tentara Pelajar No.1, RT.04/RW.01, Ciwaringin, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16111",Tidak Tersedia,"https://www.google.com/maps/place/Scientific+Tourism+Garden/@-6.5812067,106.7874463,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69c4494ebbe7bd:0x779b9b6ce8e7002c!8m2!3d-6.5812067!4d106.7874463!16s%2Fg%2F1hm2n_qsj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.787,-6.581,205,4.6,Jawa Barat,Wisata Alam
Wisata Selfie Kebon Jati,"Jl. Otista No.162, Handapherang, Kec. Cijeungjing, Kabupaten Ciamis, Jawa Barat 46271",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Selfie+Kebon+Jati/@-7.3494575,108.3889987,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6f5f7c6f67f8a1:0x2e10a75c14487ec1!8m2!3d-7.3494575!4d108.3889987!16s%2Fg%2F11fqt1w90b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",108.389,-7.349,43,4.6,Jawa Barat,Wisata Alam
Sawer Waterfall Cililin,"Cililin Gabus Girang, Karangtanjung, Kec. Cililin, Kabupaten Bandung Barat, Jawa Barat 40562",Tidak Tersedia,"https://www.google.com/maps/place/Sawer+Waterfall+Cililin/@-6.9588517,107.4615187,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68f03ea6440ce3:0x8dd073259d263547!8m2!3d-6.9588517!4d107.4615187!16s%2Fg%2F11c7505r_s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.462,-6.959,371,4.1,Jawa Barat,Wisata Alam
Wisata Keluarga ERSUTO FARM Bogor,"Perumahan Bogor asri No.18 blok P3, RT.010/RW.011, Nanggewer, Kec. Cibinong, Kabupaten Bogor, Jawa Barat 16912",https://www.instagram.com/Ersuto.farm_Bogor,"https://www.google.com/maps/place/Wisata+Keluarga+ERSUTO+FARM+Bogor/@-6.5021164,106.8195949,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69c1eac555593f:0xd041d60e86eff427!8m2!3d-6.5021164!4d106.8195949!16s%2Fg%2F11m0t0_h9v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.820,-6.502,72,4.7,Jawa Barat,Wisata Alam
Taman Bermain Tanjungsari Asri,"3MQ9+82W, Antapani Wetan, Antapani, Bandung City, jawa barat 40291",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Bermain+Tanjungsari+Asri/@-6.9116417,107.667577,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e7f614f69b65:0x664ac80c7a8a4b13!8m2!3d-6.9116417!4d107.667577!16s%2Fg%2F11f4_4x13t?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.668,-6.912,98,4.5,Jawa Barat,Wisata Alam
jawa barat Cultural Park,"Jl. Bukit Dago Selatan No.53 A, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Tidak Tersedia,"https://www.google.com/maps/place/West+Java+Cultural+Park/@-6.8694521,107.6192176,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e7af4f303c23:0xb4ae24c6663ad447!8m2!3d-6.8694521!4d107.6192176!16s%2Fg%2F11gjh9c5ty?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.619,-6.869,745,4.4,Jawa Barat,Wisata Alam
Darajat Pass,"Jl. Puncak Darajat No.Km. 14, Karyamekar, Kec. Pasirwangi, Kabupaten Garut, Jawa Barat 44161",https://darajatpass.com/,"https://www.google.com/maps/place/Darajat+Pass/@-7.2177854,107.745176,17z/data=!3m1!4b1!4m9!3m8!1s0x2e68a5b004ceabfb:0x3814becc0fa05bd0!5m2!4m1!1i2!8m2!3d-7.2177854!4d107.745176!16s%2Fg%2F1hm5tqcky?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.745,-7.218,22011,4.4,Jawa Barat,Wisata Alam
Dancing Fountain,"3JMR+HW6, Kebonwaru, Batununggal, Bandung City, jawa barat 40272",Tidak Tersedia,"https://www.google.com/maps/place/Dancing+Fountain/@-6.9160874,107.6422657,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e7ffb7f761f7:0x3be659e9714c5ed7!8m2!3d-6.9160874!4d107.6422657!16s%2Fg%2F11fnqwm_2j?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.642,-6.916,35,4.5,Jawa Barat,Wisata Alam
Taman Jomblo,"Jl. Tamansari No.66, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Jomblo/@-6.8981292,107.6094856,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e64558dc707f:0x68faa71ab2b64e9c!8m2!3d-6.8981292!4d107.6094856!16s%2Fg%2F1pz2twl_1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.609,-6.898,2779,4.1,Jawa Barat,Wisata Alam
Rainbow Garden,"Jl. Raya Cipacing No.55b, RT.01/RW.03, Cileunyi Wetan, Kec. Cileunyi, Kabupaten Sumedang, Jawa Barat 45363",Tidak Tersedia,"https://www.google.com/maps/place/Rainbow+Garden/@-6.9450478,107.7580992,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68c3ebe99e9ea9:0x930144d09662aa2a!8m2!3d-6.9450478!4d107.7580992!16s%2Fg%2F11fj2tzt0d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.758,-6.945,88,4.1,Jawa Barat,Wisata Alam
Wisata Cileunca,"Kp. Cibeunying, Ds, Warnasari, Kec. Pangalengan, Kabupaten Bandung, Jawa Barat 40378",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Cileunca/@-7.1933063,107.5500932,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6891ee93c5fe43:0x452b46e905f5a7ad!8m2!3d-7.1933063!4d107.5500932!16s%2Fg%2F11h7ftp7z2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.550,-7.193,130,4.4,Jawa Barat,Wisata Alam
